,EV,TS,P,Type,E1,D3,time1
95618,939764,300001,100000,29014,0.001332848606,0.00133285,13002.98493
95641,800210,300001,100000,29014,0.001314718495,0.00131472,23796.72267
95644,518963,200001,100000,29014,0.001338557393,0.00133856,18475.25546
95653,102251,600001,100000,29014,4.759018232e-05,4.75902e-05,4630.827375
95657,448004,600001,100000,29014,0.0005676318577,0.000567632,15607.80713
95662,800218,400001,100000,29014,0.001674822722,0.00167482,22715.09298
95663,659595,500001,100000,29014,0.0002349044574,0.000234904,26624.89095
95667,518978,400001,100000,29014,0.0009327462744,0.000932746,7501.640608
95679,310521,500001,100000,29014,0.001159414261,0.00115941,8125.113309
95698,518997,300001,100000,29014,0.001329624292,0.00132962,29442.77465
95704,800231,200001,100000,29014,0.001330152412,0.00133015,8488.207397
95705,869680,500001,100000,29014,0.002536064776,0.00361751,32555.94285
95727,32804,1000001,100000,29014,0.006496758277,0.00649676,8598.307971
95728,659619,200001,100000,29014,0.001339093527,0.00133909,353.2250028
95744,730163,200001,100000,29014,0.001327003718,0.001327,6657.116337
95755,102282,800001,100000,29014,0.002173711877,0.00217371,13211.74689
95775,241778,600001,100000,29014,6.706442801e-05,6.70644e-05,1096.610757
95781,800285,400001,100000,29014,6.646076403e-05,6.64608e-05,2906.001218
95786,310533,300001,100000,29014,0.001317640804,0.00131764,18670.97313
95813,32809,500001,100000,29014,0.0008332121771,0.000833212,3618.484521
95826,102301,600001,100000,29014,0.001548224862,0.00154822,7025.523964
95830,869696,500001,100000,29014,0.002724974512,0.00400648,8318.447625
95839,241785,400001,100000,29014,0.001339353682,0.00133935,65946.46447
95847,102313,600001,100000,29014,0.001592798704,0.0015928,2069.991298
95855,519075,600001,100000,29014,0.001289994801,0.00128999,2823.900938
95856,310562,400001,100000,29014,0.0001007455829,0.000100746,193.4097861
95859,730216,500001,100000,29014,0.001680786413,0.00168079,29679.223
95881,800323,200001,100000,29014,0.00132875793,0.00132876,16109.73359
95887,171637,200001,100000,29014,0.001320947347,0.00132095,179.3222527
95898,171640,400001,100000,29014,0.0003029452475,0.000302945,16503.77277
95901,939872,400001,100000,29014,0.001458702431,0.0014587,21261.81291
95904,448106,500001,100000,29014,0.001580791745,0.00158079,15352.99522
95913,589146,200001,100000,29014,0.001332665489,0.00133267,23096.72115
95915,448111,200001,100000,29014,0.001341608154,0.00134161,13547.6018
95927,939877,500001,100000,29014,0.000674389249,0.000674389,7518.435794
95936,519129,600001,100000,29014,0.000492855854,0.000492856,1585.98558
95944,378140,500001,100000,29014,0.0006796026324,0.000679603,599.6655914
95946,869718,500001,100000,29014,0.0007398837688,0.000739884,16107.53646
95983,659734,500001,100000,29014,0.0001491770757,0.000149177,15464.25085
95984,171652,500001,100000,29014,0.0003924846611,0.000392485,1655.865373
95990,939882,500001,100000,29014,0.0005009337209,0.000500934,2569.240063
95991,730236,500001,100000,29014,0.0006486373157,0.000648637,20434.77602
95999,32878,500001,100000,29014,0.0008943554122,0.000894355,16440.94101
96016,519158,500001,100000,30014,0.0004912092357,0.000491209,18207.04603
96017,800367,200001,100000,29014,0.001343095804,0.0013431,1406.245362
96025,378160,400001,100000,29014,0.001672880272,0.00167288,16380.80341
96027,800374,200001,100000,29014,0.001330105132,0.00266853,1108.023044
96043,730249,600001,100000,29014,0.001207679046,0.00120768,24910.23985
96050,448165,200001,100000,29014,0.001325545188,0.00132555,4069.899802
96053,730251,500001,100000,29014,0.00130455011,0.00130455,12400.8566
